gene_id,total_peaks,disrupted_peaks,intact_peaks,fraction_disrupted,n_bqtl,mean_peak_breadth,abs_log2_ase,expression,drought_fc,annotation
Zm00001eb157070,1,1,0,1.0,1,25.0,0.4786190544058464,716.2,0.159,
Zm00001eb157080,2,0,2,0.0,0,12.5,0.2814665409601017,79.7,0.539,
Zm00001eb157090,4,1,3,0.25,1,7.75,0.6993916347209389,121.5,0.849,
Zm00001eb157100,1,1,0,1.0,2,23.0,0.8417441491472407,43.6,0.317,
Zm00001eb157110,2,1,1,0.5,5,7.5,,,,
Zm00001eb157120,3,1,2,0.3333333333333333,1,9.666666666666666,0.5335704853321727,989.6,0.152,
Zm00001eb157130,4,1,3,0.25,1,11.0,0.6064452850687242,96.5,-0.357,
Zm00001eb157140,4,0,4,0.0,0,7.75,0.1699337310786594,351.4,0.943,
Zm00001eb157150,2,1,1,0.5,1,13.5,0.617886150119184,56.2,0.293,
Zm00001eb157160,2,2,0,1.0,4,22.5,0.5307683432732219,464.4,1.101,
Zm00001eb157170,1,1,0,1.0,2,25.0,1.1831592273145517,717.9,5.566,
Zm00001eb157180,3,2,1,0.6666666666666666,3,17.0,0.6447533085974926,8.1,3.245,
Zm00001eb157190,3,0,3,0.0,0,6.666666666666667,0.6943937779853648,44.2,0.329,
Zm00001eb157200,3,0,3,0.0,0,6.666666666666667,,,,
Zm00001eb157210,2,0,2,0.0,0,3.0,,,,
Zm00001eb157220,1,0,1,0.0,0,3.0,,,,
Zm00001eb157230,1,0,1,0.0,0,25.0,0.3533169835098235,78.4,-0.032,
Zm00001eb157260,2,0,2,0.0,0,6.0,0.3037952624836117,29.5,-1.23,
Zm00001eb157270,3,1,2,0.3333333333333333,1,4.0,0.5308753346232185,230.8,-0.337,
Zm00001eb157280,3,1,2,0.3333333333333333,3,9.0,0.9555343920196704,173.3,0.269,
Zm00001eb157300,1,0,1,0.0,0,25.0,0.4237582733827213,390.2,1.309,
Zm00001eb157310,1,1,0,1.0,2,25.0,0.534980131136407,162.5,0.507,
Zm00001eb157340,2,1,1,0.5,1,12.5,0.733305438473865,276.6,0.012,
Zm00001eb157350,1,1,0,1.0,2,25.0,0.3458512209561796,117.1,1.438,
Zm00001eb157360,2,0,2,0.0,0,7.5,,,,
Zm00001eb157370,1,0,1,0.0,0,9.0,0.707518749639422,1.1,-0.632,
Zm00001eb157380,2,1,1,0.5,6,14.5,0.4854541023694083,124.3,-0.119,
Zm00001eb157390,3,0,3,0.0,0,3.3333333333333335,,,,
Zm00001eb157400,1,0,1,0.0,0,25.0,0.1678977618130526,817.4,0.713,
Zm00001eb157410,3,1,2,0.3333333333333333,1,6.333333333333333,1.9100107959298247,8.4,-0.803,
Zm00001eb157430,4,0,4,0.0,0,8.25,1.2333766729648366,660.1,-0.926,
Zm00001eb157440,4,0,4,0.0,0,6.75,0.5465955032916515,37.9,0.241,
Zm00001eb157450,1,0,1,0.0,0,25.0,0.2307682511000786,75.9,0.66,
Zm00001eb157460,1,1,0,1.0,1,6.0,0.3774437510817343,1.8,0.527,
Zm00001eb157470,2,1,1,0.5,1,13.5,0.1654371891848352,202.2,0.258,
Zm00001eb157480,1,1,0,1.0,1,25.0,,,,
Zm00001eb157490,4,1,3,0.25,2,7.5,0.7218563418326452,52.9,-0.23,
Zm00001eb157510,2,1,1,0.5,1,6.5,,,,
Zm00001eb157520,2,0,2,0.0,0,13.0,0.2527264598691461,54.9,0.553,
Zm00001eb157530,3,1,2,0.3333333333333333,2,18.666666666666668,0.4050807595195566,566.9,0.959,
Zm00001eb157540,2,1,1,0.5,5,25.0,0.1888121527352354,1072.5,0.999,
Zm00001eb157550,2,0,2,0.0,0,4.5,,,,
Zm00001eb157560,1,0,1,0.0,0,19.0,,,,
Zm00001eb157570,2,1,1,0.5,1,22.0,0.6341055659732755,18.7,0.177,
Zm00001eb157580,1,1,0,1.0,1,25.0,0.535530314126668,375.3,0.292,
Zm00001eb157590,2,1,1,0.5,1,13.0,0.5991265139527269,154.9,0.456,
Zm00001eb157600,1,0,1,0.0,0,1.0,,,,
Zm00001eb157610,1,1,0,1.0,2,25.0,1.9649433763941755,150.3,-1.333,
Zm00001eb157620,3,1,2,0.3333333333333333,2,9.666666666666666,,,,
Zm00001eb157640,1,1,0,1.0,5,25.0,0.2431324890144734,638.3,-0.007,
Zm00001eb157650,2,1,1,0.5,1,14.5,0.3697187105401696,1453.8,0.113,
Zm00001eb157660,2,1,1,0.5,1,14.0,0.2130696264274555,1424.4,-0.717,
Zm00001eb157670,2,1,1,0.5,1,14.5,,,,
Zm00001eb157680,2,0,2,0.0,0,15.0,0.565369308709681,2.1,-0.12,
Zm00001eb157700,2,1,1,0.5,3,13.0,2.855429763366492,24.5,-1.634,
Zm00001eb157710,1,0,1,0.0,0,24.0,0.368247049682706,427.2,-1.038,
Zm00001eb157720,3,1,2,0.3333333333333333,1,11.0,0.4927485995403545,42.0,-0.034,
Zm00001eb157730,1,1,0,1.0,1,1.0,,,,
Zm00001eb157740,1,1,0,1.0,2,24.0,0.3513816416496199,174.3,0.594,
Zm00001eb157750,1,0,1,0.0,0,25.0,,,,
Zm00001eb157760,2,0,2,0.0,0,13.5,,,,
Zm00001eb157770,3,0,3,0.0,0,4.666666666666667,,,,
Zm00001eb157780,3,1,2,0.3333333333333333,1,9.333333333333334,,,,
Zm00001eb157790,2,2,0,1.0,7,16.0,0.7222629270811688,262.8,0.092,
Zm00001eb157800,4,0,4,0.0,0,6.0,,,,
Zm00001eb157810,3,2,1,0.6666666666666666,2,12.666666666666666,0.7318398309157165,383.3,1.373,
Zm00001eb157820,1,1,0,1.0,1,24.0,0.9227884351682492,10744.1,4.182,
Zm00001eb157830,2,1,1,0.5,2,13.0,0.5284994189597795,28.6,-0.463,
Zm00001eb157840,3,2,1,0.6666666666666666,8,17.0,,,,
Zm00001eb157850,1,1,0,1.0,2,25.0,0.0790343117222319,819.8,1.275,
Zm00001eb157860,1,1,0,1.0,5,25.0,0.8801342701502977,265.2,2.554,
Zm00001eb157870,1,0,1,0.0,0,11.0,1.1064928219175774,11.3,0.842,
Zm00001eb157880,1,1,0,1.0,4,25.0,1.9278723474276904,30.9,-0.758,
Zm00001eb157890,2,2,0,1.0,5,21.5,0.6225118187978025,570.1,0.521,
Zm00001eb157900,2,2,0,1.0,3,14.5,0.5515065175180143,5633.6,-0.422,
Zm00001eb157930,1,0,1,0.0,0,1.0,,,,
Zm00001eb157940,1,1,0,1.0,2,25.0,,1.3,0.77,
Zm00001eb157950,2,0,2,0.0,0,18.5,,0.8,-0.807,
Zm00001eb157960,1,0,1,0.0,0,25.0,1.1033735427286897,15.2,0.721,
Zm00001eb157970,3,3,0,1.0,7,17.333333333333332,,,,
Zm00001eb157980,3,2,1,0.6666666666666666,4,16.666666666666668,1.7788419850011994,526.0,-0.113,
Zm00001eb158000,1,1,0,1.0,2,25.0,0.5895725497751598,45.7,-1.965,
Zm00001eb158020,3,1,2,0.3333333333333333,2,10.666666666666666,,,,
Zm00001eb158030,2,0,2,0.0,0,13.0,1.1337448476494798,815.0,0.347,
Zm00001eb158040,4,0,4,0.0,0,7.25,0.6843087801107403,823.0,-1.763,
Zm00001eb158050,1,0,1,0.0,0,21.0,0.2636562007433978,152.2,0.391,
Zm00001eb158070,1,0,1,0.0,0,2.0,1.4955516532887778,45.9,5.52,
Zm00001eb158090,1,1,0,1.0,3,25.0,0.4896661967421646,204.6,0.838,
Zm00001eb158100,4,0,4,0.0,0,7.0,0.4080350989441286,504.8,2.304,
Zm00001eb158110,1,0,1,0.0,0,16.0,0.1225968059951952,437.7,0.92,
Zm00001eb158120,3,0,3,0.0,0,9.333333333333334,0.7868441099587439,31.8,1.058,
Zm00001eb158130,1,0,1,0.0,0,21.0,,,,
Zm00001eb158140,1,0,1,0.0,0,21.0,,,,
Zm00001eb158150,2,1,1,0.5,1,4.5,,0.3,0.0,
Zm00001eb158160,2,0,2,0.0,0,2.5,,,,
Zm00001eb158170,2,1,1,0.5,1,25.0,0.8201541712479455,355.5,0.38,
Zm00001eb158180,3,0,3,0.0,0,3.6666666666666665,,0.7,-0.047,
Zm00001eb158190,2,0,2,0.0,0,13.5,0.1964985001607194,1579.1,0.784,
Zm00001eb158200,1,1,0,1.0,1,22.0,0.51540447981482,122.3,0.247,
Zm00001eb158210,1,1,0,1.0,3,25.0,0.6637814435268518,195.9,-2.114,
Zm00001eb158220,2,1,1,0.5,3,25.0,1.4625959658677388,50.8,-1.18,
Zm00001eb158250,1,1,0,1.0,8,25.0,,,,
Zm00001eb158260,2,2,0,1.0,5,13.5,1.9037650020358912,421.0,-2.29,
Zm00001eb158270,2,0,2,0.0,0,9.5,1.4310099095453286,388.3,0.989,
Zm00001eb158280,2,0,2,0.0,0,7.0,,,,
Zm00001eb158290,3,1,2,0.3333333333333333,2,9.333333333333334,0.6011632054399023,511.4,0.411,
Zm00001eb158300,3,1,2,0.3333333333333333,5,10.333333333333334,0.9601685530454842,907.2,1.888,
Zm00001eb158310,2,0,2,0.0,0,10.0,,,,
Zm00001eb158320,3,1,2,0.3333333333333333,1,15.0,2.6275978514484186,255.3,0.714,
Zm00001eb158330,1,0,1,0.0,0,2.0,,,,
Zm00001eb158340,1,0,1,0.0,0,25.0,,,,
Zm00001eb158350,1,0,1,0.0,0,1.0,1.5134081185447787,0.6,-0.536,
Zm00001eb158360,1,0,1,0.0,0,3.0,,,,
Zm00001eb158370,3,2,1,0.6666666666666666,3,17.0,0.4597611569517464,1087.4,-0.031,
Zm00001eb158380,2,1,1,0.5,2,13.5,,,,
Zm00001eb158420,3,0,3,0.0,0,3.0,0.1793370015500475,969.0,0.901,
Zm00001eb158440,1,0,1,0.0,0,14.0,,,,
Zm00001eb158470,2,1,1,0.5,1,13.0,0.3717173345288848,43.1,0.625,
Zm00001eb158480,3,2,1,0.6666666666666666,6,17.333333333333332,0.2450629250716288,732.5,-4.464,
Zm00001eb158490,3,3,0,1.0,3,17.333333333333332,1.4058098555910852,141.4,0.94,
Zm00001eb158500,3,2,1,0.6666666666666666,3,18.0,0.4540527529645151,403.6,2.691,
Zm00001eb158520,2,0,2,0.0,0,13.0,0.6810235649430053,38.1,-1.594,
Zm00001eb158530,1,1,0,1.0,2,25.0,0.585690569038553,462.7,0.031,
Zm00001eb158540,1,1,0,1.0,2,24.0,,,,
Zm00001eb158550,4,1,3,0.25,1,9.5,,,,
Zm00001eb158570,5,2,3,0.4,2,12.6,,,,
Zm00001eb158580,1,0,1,0.0,0,1.0,,,,
Zm00001eb158590,1,0,1,0.0,0,2.0,,,,
Zm00001eb158600,2,0,2,0.0,0,1.0,,1.0,-0.485,
Zm00001eb158610,2,0,2,0.0,0,14.0,1.2978126721206682,18.1,-1.793,
Zm00001eb158620,2,2,0,1.0,7,21.0,,33.6,5.174,
Zm00001eb158630,1,1,0,1.0,3,25.0,0.9030778939024984,168.6,2.436,
Zm00001eb158640,1,1,0,1.0,4,25.0,1.7977047829542765,688.3,4.213,
Zm00001eb158650,1,0,1,0.0,0,20.0,0.8157586014584485,2.1,0.863,
Zm00001eb158660,1,0,1,0.0,0,18.0,,,,
Zm00001eb158680,1,0,1,0.0,0,1.0,,,,
Zm00001eb158690,3,0,3,0.0,0,9.0,0.8067797162897912,8.2,0.266,
Zm00001eb158710,4,1,3,0.25,1,9.25,0.340079166326495,148.7,1.488,
Zm00001eb158720,4,0,4,0.0,0,1.25,,,,
Zm00001eb158730,2,0,2,0.0,0,10.5,,,,
Zm00001eb158740,2,2,0,1.0,4,21.5,0.9237530658698034,60.3,1.272,
Zm00001eb158750,1,1,0,1.0,5,25.0,0.2133063287026807,162.4,-0.389,
Zm00001eb158760,1,0,1,0.0,0,24.0,0.513836191268223,427.9,0.067,
Zm00001eb158770,2,1,1,0.5,1,14.0,0.429212013703489,115.8,-0.057,
Zm00001eb158780,1,1,0,1.0,1,25.0,0.7164953856993871,92.4,1.621,
Zm00001eb158790,1,1,0,1.0,5,25.0,,,,
Zm00001eb158800,4,1,3,0.25,6,7.0,0.8494009670999717,15827.7,-0.164,
Zm00001eb158810,2,2,0,1.0,4,25.0,0.1873024296702601,55204.0,-1.233,
Zm00001eb158820,1,0,1,0.0,0,25.0,0.6466840680242941,8.9,0.781,
Zm00001eb158830,1,1,0,1.0,2,25.0,0.1287731709102974,606.4,-0.078,
Zm00001eb158840,1,1,0,1.0,3,25.0,0.1935107716415956,552.7,0.676,
Zm00001eb158850,1,0,1,0.0,0,25.0,1.5880779055632208,25.8,0.901,
Zm00001eb158860,3,1,2,0.3333333333333333,2,9.0,0.5984405347869313,389.3,0.634,
Zm00001eb158870,3,2,1,0.6666666666666666,3,18.0,0.9054216096967278,4.0,-0.687,
Zm00001eb158890,1,1,0,1.0,3,25.0,,,,
Zm00001eb158910,3,0,3,0.0,0,7.333333333333333,,1.5,0.971,
Zm00001eb158920,1,0,1,0.0,0,25.0,1.0538762082189437,454.2,1.805,
Zm00001eb158930,3,1,2,0.3333333333333333,1,15.333333333333334,1.1039809995140912,6.0,-0.933,
Zm00001eb158940,3,1,2,0.3333333333333333,1,15.333333333333334,,,,
Zm00001eb158950,1,0,1,0.0,0,1.0,0.429316283553579,20.6,0.615,
Zm00001eb158960,1,0,1,0.0,0,7.0,0.4604066219165441,4.2,-1.727,
Zm00001eb158970,2,1,1,0.5,2,13.0,1.1377695675088382,28.3,-0.441,
Zm00001eb158990,2,1,1,0.5,2,1.0,,1.4,-0.737,
Zm00001eb159000,4,2,2,0.5,3,13.5,0.6157452575266091,142.7,3.842,
Zm00001eb159010,1,1,0,1.0,2,25.0,0.6581473203561622,170.8,0.935,
Zm00001eb159020,2,0,2,0.0,0,12.5,0.6389765996540374,8.0,0.958,
Zm00001eb159030,1,0,1,0.0,0,25.0,0.7395075712151506,187.5,6.601,
Zm00001eb159040,1,0,1,0.0,0,2.0,0.4152303675368752,275.3,1.037,
Zm00001eb159050,2,0,2,0.0,0,1.0,,,,
Zm00001eb159060,1,0,1,0.0,0,1.0,0.9627038290999208,24.3,1.613,
Zm00001eb159080,3,1,2,0.3333333333333333,2,10.0,0.2103833387947842,2642.6,-1.062,
Zm00001eb159090,4,2,2,0.5,2,7.75,1.226251684974003,5.7,-0.538,
Zm00001eb159110,3,0,3,0.0,0,9.0,0.4789076428116483,7.4,-1.302,
Zm00001eb159120,1,1,0,1.0,1,25.0,1.7237622119179332,197.3,0.343,
Zm00001eb159140,1,1,0,1.0,3,25.0,0.5475701130226773,173.9,-2.365,
Zm00001eb159150,4,1,3,0.25,1,7.5,0.3564284544192419,158.8,-1.586,
Zm00001eb159160,1,0,1,0.0,0,24.0,0.1874770975431445,227.0,1.028,
Zm00001eb159180,1,1,0,1.0,2,25.0,2.108230660571692,1043.1,4.703,
Zm00001eb159200,1,1,0,1.0,2,25.0,0.2480885921736025,380.7,0.256,
Zm00001eb159210,1,1,0,1.0,3,25.0,0.8137918557860264,192.6,0.861,
Zm00001eb159250,2,1,1,0.5,1,22.5,0.534067663475133,792.0,-0.336,
Zm00001eb159260,2,0,2,0.0,0,1.0,,,,
Zm00001eb159270,1,1,0,1.0,8,25.0,0.222392421336448,1.8,-0.515,
Zm00001eb159280,2,2,0,1.0,3,25.0,0.658818485661015,1085.0,1.643,
Zm00001eb159290,1,0,1,0.0,0,15.0,0.4615705071632348,66.2,1.221,
Zm00001eb159310,1,1,0,1.0,1,25.0,,346.1,2.901,
Zm00001eb159320,2,1,1,0.5,1,15.5,1.304448698983206,1331.1,1.858,
Zm00001eb159340,2,0,2,0.0,0,13.5,0.6475859359668158,14.8,1.134,
Zm00001eb159350,1,1,0,1.0,3,25.0,0.609163220987129,180.4,0.798,
Zm00001eb159380,4,2,2,0.5,2,8.75,0.8066493849843391,32.8,0.556,
Zm00001eb159390,2,2,0,1.0,3,22.5,0.0989696888059544,1.2,-0.107,
Zm00001eb159400,1,1,0,1.0,2,25.0,0.5502857109967614,185.5,-1.004,
Zm00001eb159410,2,1,1,0.5,1,14.0,0.5716400978537751,6.2,-0.012,
Zm00001eb159420,2,0,2,0.0,0,13.5,0.3172310633906853,869.7,0.25,
Zm00001eb159430,2,0,2,0.0,0,3.5,,,,
Zm00001eb159440,2,0,2,0.0,0,12.0,0.471006403272454,1166.7,0.733,
Zm00001eb159450,2,1,1,0.5,2,17.0,1.6115935724607104,1.8,-0.185,
Zm00001eb159460,1,0,1,0.0,0,10.0,,,,
Zm00001eb159470,1,0,1,0.0,0,21.0,0.6450764708701988,303.3,0.348,
Zm00001eb159490,3,0,3,0.0,0,11.333333333333334,0.6229512216365642,36.2,-0.125,
Zm00001eb159500,3,1,2,0.3333333333333333,6,9.666666666666666,,,,
Zm00001eb159510,1,0,1,0.0,0,5.0,,9.0,-0.29,
Zm00001eb159520,2,1,1,0.5,2,18.0,0.3925051810710971,270.7,-0.261,
Zm00001eb159530,2,0,2,0.0,0,13.0,1.6420223909231413,503.8,0.476,
Zm00001eb159540,1,0,1,0.0,0,12.0,3.996000489476727,221.6,-0.227,
Zm00001eb159550,3,2,1,0.6666666666666666,4,17.333333333333332,0.435516123644428,141.6,-0.468,
Zm00001eb159560,1,0,1,0.0,0,25.0,0.4631925493993197,873.7,0.928,
Zm00001eb159570,1,1,0,1.0,3,25.0,0.3904182682943435,150.3,-0.211,
Zm00001eb159580,2,1,1,0.5,2,11.5,0.9415299686457465,12.2,1.985,
Zm00001eb159590,4,1,3,0.25,2,7.25,0.4294377293661801,73.0,1.043,
Zm00001eb159610,2,2,0,1.0,2,25.0,0.2763026447113331,304.6,-2.115,
Zm00001eb159620,2,2,0,1.0,3,25.0,0.3446593637780946,505.9,0.329,
Zm00001eb159630,1,1,0,1.0,2,24.0,0.4198358120763401,98.2,0.164,
Zm00001eb159640,2,0,2,0.0,0,13.5,0.2137851865999114,487.3,-0.528,
Zm00001eb159650,4,0,4,0.0,0,3.75,0.7480077427668522,77.9,-2.104,
Zm00001eb159660,4,1,3,0.25,1,6.0,2.756557110679325,1.1,-0.883,
Zm00001eb159670,1,0,1,0.0,0,20.0,0.3765894360721358,208.6,0.313,
Zm00001eb159680,3,1,2,0.3333333333333333,4,17.0,0.5577386087099679,4.3,0.0,
Zm00001eb159690,2,1,1,0.5,4,22.5,0.497748777209847,5.6,-0.698,
Zm00001eb159710,1,1,0,1.0,1,16.0,0.1404627193796544,379.4,-0.888,
Zm00001eb159720,1,1,0,1.0,3,25.0,0.6864927004751248,1133.9,-1.275,
Zm00001eb159730,2,1,1,0.5,1,15.0,0.5249918149554929,422.7,1.12,
Zm00001eb159740,3,0,3,0.0,0,8.0,1.1570328563352563,132.1,0.584,
Zm00001eb159750,2,1,1,0.5,1,13.5,0.1544614255698629,129.8,0.538,
Zm00001eb159760,5,1,4,0.2,1,4.4,2.163645868906639,88.7,0.131,
Zm00001eb159790,4,0,4,0.0,0,12.0,0.2639257281355773,151.2,0.595,
Zm00001eb159810,3,2,1,0.6666666666666666,2,14.333333333333334,0.3735996605167918,774.3,0.714,
Zm00001eb159820,2,2,0,1.0,6,14.0,0.2175949303216903,387.0,0.572,
Zm00001eb159830,3,2,1,0.6666666666666666,7,17.333333333333332,0.5192366369216018,229.9,-0.336,
Zm00001eb159840,2,1,1,0.5,3,13.5,0.4373437105597368,68.5,-0.22,
Zm00001eb159850,3,3,0,1.0,8,25.0,0.6356627837706019,2932.2,-2.572,
Zm00001eb159860,1,1,0,1.0,3,25.0,,,,
Zm00001eb159870,1,1,0,1.0,8,25.0,4.014269904334744,1.3,-1.132,
Zm00001eb159890,2,2,0,1.0,3,25.0,0.1596356929697451,1272.0,-0.09,
Zm00001eb159910,2,1,1,0.5,3,13.0,2.7863047382423773,249.8,0.149,
Zm00001eb159940,3,1,2,0.3333333333333333,4,11.0,1.2285922130054727,2.6,-0.773,
Zm00001eb159960,2,1,1,0.5,3,16.0,0.5077428712409637,431.1,-2.573,
Zm00001eb159970,4,4,0,1.0,10,20.25,0.2514060852663125,136.7,0.414,
Zm00001eb159980,1,1,0,1.0,2,25.0,0.4559269743356247,96.3,-0.943,
Zm00001eb159990,1,0,1,0.0,0,24.0,,,,
Zm00001eb160000,1,0,1,0.0,0,1.0,,,,
Zm00001eb160010,1,0,1,0.0,0,25.0,0.4841282054023781,213.8,0.044,
Zm00001eb160020,1,0,1,0.0,0,25.0,0.4534949687048605,856.5,0.637,
Zm00001eb160030,1,0,1,0.0,0,15.0,1.001320911929601,182.1,0.579,
Zm00001eb160040,4,1,3,0.25,1,7.25,0.5552004637027645,74.7,0.304,
Zm00001eb160050,2,2,0,1.0,4,24.0,0.8670376948970128,136.5,0.275,
Zm00001eb160060,2,0,2,0.0,0,7.0,1.1327252850621814,36.0,0.791,
Zm00001eb160070,1,1,0,1.0,1,25.0,0.7508833525647196,154.1,0.866,
Zm00001eb160080,2,1,1,0.5,4,9.5,0.675971984150061,57.8,4.913,
Zm00001eb160100,3,1,2,0.3333333333333333,1,17.333333333333332,0.610034448534016,122.5,0.108,
Zm00001eb160120,1,0,1,0.0,0,25.0,0.8510950990168769,424.6,1.173,
Zm00001eb160130,3,0,3,0.0,0,2.0,,,,
Zm00001eb160160,2,1,1,0.5,1,14.0,0.1001824829610193,805.7,0.461,
Zm00001eb160170,2,0,2,0.0,0,4.5,0.6833146667364455,240.0,-1.06,
Zm00001eb160180,3,0,3,0.0,0,9.0,,,,
Zm00001eb160190,3,3,0,1.0,3,17.333333333333332,0.8256928847098183,15.5,0.545,
Zm00001eb160200,1,1,0,1.0,1,25.0,0.5290186745162412,703.2,0.726,
Zm00001eb160210,1,1,0,1.0,1,25.0,0.4269477180742513,45.0,-0.903,
Zm00001eb160220,2,2,0,1.0,3,18.5,0.2934334331422428,279.0,0.58,
Zm00001eb160250,1,1,0,1.0,2,25.0,1.1280489872444692,1.6,0.23,
Zm00001eb160260,3,1,2,0.3333333333333333,1,9.0,0.2638331003510885,51.0,1.185,
Zm00001eb160270,1,1,0,1.0,1,24.0,0.3319000093623253,19.0,0.44,
Zm00001eb160300,1,1,0,1.0,1,24.0,0.0887210088640661,177.3,0.28,
Zm00001eb160310,2,0,2,0.0,0,13.0,0.1748637979244418,195.7,0.186,
Zm00001eb160330,2,0,2,0.0,0,12.5,2.330606195260316,112.4,2.241,
Zm00001eb160340,2,1,1,0.5,2,13.5,0.1292133856398786,3826.3,0.415,
Zm00001eb160350,3,0,3,0.0,0,10.333333333333334,0.6980917782410917,542.2,0.247,
Zm00001eb160360,1,1,0,1.0,1,25.0,0.8611675015094374,418.5,-0.577,
Zm00001eb160370,4,1,3,0.25,2,12.5,,0.8,-0.415,
Zm00001eb160380,3,1,2,0.3333333333333333,2,14.333333333333334,0.820365196002916,200.0,-1.102,
Zm00001eb160390,2,2,0,1.0,7,25.0,0.3170151451664022,442.3,0.482,
Zm00001eb160410,1,0,1,0.0,0,6.0,,,,
Zm00001eb160420,1,0,1,0.0,0,6.0,,,,
Zm00001eb160430,1,0,1,0.0,0,6.0,0.5684806804941325,2.7,0.254,
Zm00001eb160440,1,1,0,1.0,1,18.0,,,,
Zm00001eb160450,2,0,2,0.0,0,2.0,,,,
Zm00001eb160460,4,1,3,0.25,1,3.0,0.199815836078042,422.4,0.689,
Zm00001eb160470,2,1,1,0.5,1,13.5,0.2327138633011768,1569.9,2.119,
Zm00001eb160480,2,2,0,1.0,4,25.0,0.6549789399236933,150.3,0.069,
Zm00001eb160490,2,0,2,0.0,0,13.0,0.743068484960522,682.9,-0.033,
Zm00001eb160500,3,1,2,0.3333333333333333,1,11.333333333333334,0.260277098954091,39.7,0.47,
Zm00001eb160510,1,1,0,1.0,1,25.0,0.3618893458873801,277.2,0.94,
Zm00001eb160530,1,1,0,1.0,3,25.0,0.793932337148502,10.9,-0.967,
Zm00001eb160540,1,1,0,1.0,1,23.0,,,,
Zm00001eb160550,1,1,0,1.0,3,25.0,0.1199359672977694,7654.1,-1.229,
Zm00001eb160570,1,1,0,1.0,5,25.0,,,,
Zm00001eb160580,2,1,1,0.5,5,13.0,,,,
Zm00001eb160590,1,1,0,1.0,5,25.0,0.2418520040022552,249.4,0.094,
Zm00001eb160600,1,1,0,1.0,1,25.0,0.1475697465091767,898.1,0.568,
Zm00001eb160610,2,1,1,0.5,4,13.0,0.2296638796274687,613.6,0.167,
Zm00001eb160620,3,1,2,0.3333333333333333,1,11.0,0.0973768773738655,2043.7,0.468,
Zm00001eb160630,3,0,3,0.0,0,2.0,1.3831882159672335,2.8,-2.018,
Zm00001eb160640,2,1,1,0.5,1,13.0,1.9357849740192012,1.7,1.033,
Zm00001eb160650,1,0,1,0.0,0,7.0,0.9735451539858604,14.3,0.494,
Zm00001eb160670,1,0,1,0.0,0,20.0,4.011061657955898,6.7,-0.414,
Zm00001eb160680,4,2,2,0.5,3,13.5,0.5562876662252926,168.2,0.709,
Zm00001eb160690,1,0,1,0.0,0,24.0,,,,
Zm00001eb160700,1,1,0,1.0,1,25.0,0.4171116397782908,4430.0,-0.853,
Zm00001eb160710,2,0,2,0.0,0,16.0,0.1680264124509349,91.1,-0.246,
Zm00001eb160720,3,0,3,0.0,0,8.666666666666666,0.4181434101466655,51.7,0.0,
Zm00001eb160730,1,0,1,0.0,0,2.0,0.7631308581461338,10.7,0.283,
Zm00001eb160740,2,1,1,0.5,1,13.0,0.2663768786761614,156.5,0.392,
Zm00001eb160750,3,1,2,0.3333333333333333,2,11.333333333333334,0.5046571841829303,10.5,1.131,
Zm00001eb160760,1,0,1,0.0,0,22.0,0.4458470067551753,173.1,-0.263,
Zm00001eb160770,1,1,0,1.0,1,25.0,0.2515121720038504,112.9,1.016,
Zm00001eb160780,3,1,2,0.3333333333333333,1,3.3333333333333335,0.636982221989774,53.2,1.193,
Zm00001eb160790,1,1,0,1.0,2,25.0,0.1536740867173759,708.6,-0.716,
Zm00001eb160810,1,1,0,1.0,2,25.0,0.1355587466490246,413.0,0.027,
Zm00001eb160820,1,0,1,0.0,0,9.0,0.579815128231133,1153.0,0.92,
Zm00001eb160830,1,0,1,0.0,0,24.0,1.4224132071906703,159.2,-0.277,
Zm00001eb160840,1,0,1,0.0,0,8.0,,,,
Zm00001eb160850,1,0,1,0.0,0,1.0,,,,
Zm00001eb160880,2,0,2,0.0,0,3.5,,,,
Zm00001eb160900,1,0,1,0.0,0,3.0,,,,
Zm00001eb160910,1,0,1,0.0,0,14.0,,,,
Zm00001eb160920,1,0,1,0.0,0,2.0,,,,
Zm00001eb160930,2,0,2,0.0,0,2.0,,,,
Zm00001eb160940,1,0,1,0.0,0,12.0,,,,
Zm00001eb160960,3,0,3,0.0,0,12.333333333333334,,,,
Zm00001eb160970,1,0,1,0.0,0,4.0,,,,
Zm00001eb160980,1,0,1,0.0,0,16.0,1.2297158093186484,13.0,2.327,
Zm00001eb160990,2,0,2,0.0,0,11.0,0.4830110907506295,21.9,1.701,
Zm00001eb161000,3,1,2,0.3333333333333333,1,3.3333333333333335,0.515518234065247,4.0,1.728,
Zm00001eb161010,3,1,2,0.3333333333333333,2,1.3333333333333333,,,,
Zm00001eb161030,3,0,3,0.0,0,12.333333333333334,0.8559628109368406,110.0,0.007,
Zm00001eb161040,1,1,0,1.0,1,25.0,0.267010637631863,252.3,0.438,
Zm00001eb161050,1,1,0,1.0,3,25.0,0.4911055434496952,48.0,0.512,
Zm00001eb161060,1,1,0,1.0,2,12.0,,,,
Zm00001eb161070,2,1,1,0.5,2,6.5,,,,
Zm00001eb161080,5,1,4,0.2,1,7.0,0.6080117265098897,131.5,0.504,
Zm00001eb161090,1,0,1,0.0,0,3.0,1.011027744055911,20.4,0.445,
Zm00001eb161100,2,2,0,1.0,5,13.0,,,,
Zm00001eb161110,3,0,3,0.0,0,12.666666666666666,0.6971503794115141,47.2,2.141,
